theta,phi,areaA,areaB,areaI
0.29038277,3.4114275,0.120780945,0.12078476,0.09556198
0.2909383,1.0114207,0.12148285,0.1214447,0.07904816
0.29149258,4.8947215,0.12149811,0.12151337,0.07634354
0.29204604,2.4947147,0.12111664,0.12112808,0.086063385
0.2925985,0.094707966,0.12061691,0.120601654,0.09777832
0.29314974,3.9780087,0.121276855,0.12127304,0.081710815
0.29370016,1.578002,0.12136459,0.12137222,0.076553345
0.2942496,5.4613028,0.121234894,0.12124252,0.081832886
0.29479784,3.061296,0.12049866,0.120536804,0.09774017
0.29534528,0.6612892,0.121040344,0.12104797,0.08525467
0.29589176,4.54459,0.121356964,0.121356964,0.07559204
0.29643705,2.1445832,0.121276855,0.121284485,0.07840729
0.29698157,6.027762,0.12053299,0.12054825,0.09496689
0.2975251,3.6278772,0.12078476,0.12077713,0.089653015
0.29806772,1.2278705,0.12127304,0.1212883,0.075683594
0.29860914,5.111049,0.121269226,0.12126541,0.0759964
0.29914984,2.7111645,0.1206398,0.1206398,0.09109497
0.29968956,0.3111577,0.12048721,0.120471954,0.09391785
0.30022815,4.1943364,0.12118149,0.12117767,0.07700729
0.30076602,1.7944517,0.12120056,0.12120819,0.07476044
0.30130294,5.6776304,0.12080002,0.12078476,0.08585739
0.30183876,3.2777457,0.12028885,0.12030411,0.096157074
0.30237383,0.87773895,0.120960236,0.12110901,0.07948303
0.302908,4.7609177,0.12108612,0.12109375,0.07474899
0.30344105,2.361033,0.12089157,0.12088394,0.08130264
0.3039734,6.2442117,0.12017441,0.12018585,0.09739685
0.30450484,3.844205,0.12079239,0.12078476,0.08294296
0.3050352,1.4443202,0.12102127,0.1210289,0.07405853
0.30556485,5.327499,0.120975494,0.12097931,0.07759857
0.30609363,2.9274921,0.120224,0.120224,0.0945549
0.3066213,0.52760744,0.120521545,0.12050247,0.08724594
0.30714834,4.410786,0.12100983,0.121017456,0.07393646
0.30767447,2.0107794,0.12097168,0.12095642,0.07485962
0.30819973,5.89408,0.12028885,0.120285034,0.09127426
0.30872393,3.4940734,0.120147705,0.120147705,0.092292786
0.30924746,1.0941887,0.120910645,0.1209259,0.07501602
0.30977014,4.9773674,0.12094879,0.12093353,0.073345184
0.31029177,2.5773606,0.12043381,0.12042999,0.085762024
0.31081277,0.17747593,0.12004089,0.12003708,0.09457779
0.3113329,4.0606546,0.12074661,0.12075043,0.07728958
0.311852,1.6606479,0.120830536,0.12081528,0.07304382
0.31237048,5.5439487,0.12055969,0.12056351,0.0809288
0.3128881,3.1439419,0.11961746,0.11968994,0.09693909
0.3134047,0.7439351,0.12052536,0.120513916,0.080616
0.3139207,4.627236,0.12075424,0.12075424,0.07270813
0.31443587,2.227229,0.12063599,0.1206398,0.07690048
0.31495002,6.110408,0.119888306,0.119880676,0.09418869
0.31546354,3.7105231,0.12025452,0.120269775,0.0848999
0.3159763,1.3105164,0.12071991,0.12071991,0.072273254
0.31648803,5.193817,0.12064743,0.12065506,0.073833466
0.31699917,2.7938104,0.119903564,0.11990738,0.09138489
0.3175095,0.3938036,0.11997223,0.11997604,0.08998871
0.31801885,4.2771044,0.12062836,0.12062073,0.073085785
0.3185276,1.8770976,0.12055206,0.12067413,0.07196045
0.3190356,5.7602763,0.12007904,0.12007141,0.08575821
0.3195426,3.3603916,0.11975098,0.11973572,0.09295654
0.32004902,0.96038485,0.12048721,0.1204834,0.075164795
0.32055464,4.8435636,0.120521545,0.12053299,0.071388245
0.32105935,2.4436789,0.120224,0.120204926,0.08066177
0.32156345,0.043672085,0.11954117,0.119522095,0.09540939
0.3220668,3.9268508,0.12026596,0.120277405,0.07840347
0.3225694,1.5269661,0.120464325,0.12044525,0.07146454
0.32307103,5.410145,0.12032318,0.12032318,0.07633972
0.32357213,3.01026,0.119522095,0.11954117,0.09383011
0.32407245,0.61025333,0.11998749,0.1199913,0.08255005
0.32457188,4.493432,0.12042999,0.12042236,0.07072067
0.32507074,2.0935473,0.12036133,0.12036133,0.07299805
0.32556885,5.976726,0.11955643,0.119579315,0.090984344
0.32606605,3.5767193,0.1197052,0.1197052,0.087589264
0.3265627,1.1768346,0.1203537,0.12036514,0.07128143
0.3270586,5.0600133,0.12037277,0.12029266,0.07083893
0.32755363,2.6600065,0.1197319,0.1197319,0.08590317
0.3280481,0.26012182,0.11952591,0.119457245,0.091430664
0.32854187,4.1433005,0.120220184,0.120212555,0.07312012
0.32903475,1.7432938,0.120277405,0.12027359,0.069942474
0.32952708,5.6265945,0.11986923,0.11987305,0.08052063
0.3300187,3.2265878,0.119327545,0.11928558,0.0938797
0.33050945,0.8267031,0.12002945,0.12000275,0.07619858
0.33099967,4.709882,0.12037659,0.12037277,0.070495605
0.3314892,2.309875,0.11998749,0.11998749,0.07592392
0.33197805,6.193176,0.1191864,0.1191864,0.093566895
0.332466,3.793169,0.11975479,0.11977005,0.08023453
0.33295345,1.3931623,0.12011719,0.12013245,0.06927109
0.3334402,5.276463,0.12004852,0.12005615,0.07225418
0.3339261,2.8764563,0.11923599,0.11922836,0.090602875
0.3344115,0.4764495,0.11945343,0.11948013,0.085170746
0.33489624,4.3597503,0.12010574,0.12000275,0.06948471
0.3353801,1.9597435,0.12005997,0.12004852,0.06975937
0.3358635,5.842922,0.11935425,0.11933899,0.086071014
0.3363462,3.4430375,0.11916733,0.11916733,0.08978653
0.33682805,1.0430307,0.11992264,0.11993408,0.07114029
0.33730945,4.9263315,0.1199913,0.11999893,0.068561554
0.33779016,2.5263247,0.11947632,0.11956787,0.08050156
0.33827007,0.12631798,0.11898041,0.11899948,0.092292786
0.33874947,4.0096188,0.11975479,0.11975479,0.07398605
0.33922824,1.609612,0.11985779,0.11985779,0.06864548
0.33970615,5.4927907,0.119651794,0.119636536,0.0756073
0.34018362,3.092906,0.11884308,0.118839264,0.09333038
0.34066045,0.6928992,0.11951065,0.119522095,0.07795334
0.34113646,4.576078,0.119838715,0.1198349,0.067920685
0.341612,2.1761932,0.119716644,0.11971283,0.07161713
0.3420869,6.059372,0.11891174,0.11887741,0.09031296
0.342561,3.6593652,0.11920929,0.11920929,0.08280563
0.34303465,1.2594805,0.11978531,0.119781494,0.067920685
0.34350768,5.142659,0.11974335,0.1197319,0.06882477
0.3439799,2.7427745,0.11894989,0.11892319,0.08648682
0.34445167,0.34276772,0.118904114,0.118896484,0.08814621
0.3449228,4.2259464,0.11967468,0.11967468,0.069244385
0.34539318,1.8260617,0.1197052,0.119701385,0.06729126
0.3458631,5.7092404,0.1191864,0.11915207,0.08062744
0.34633243,3.3092337,0.11869049,0.11869049,0.09072113
0.34680113,0.90934896,0.11948395,0.11948776,0.071876526
0.34726903,4.7925277,0.11958313,0.11958313,0.06705856
0.34773654,2.392521,0.11932373,0.11932373,0.075431824
0.34820342,6.2758217,0.11853027,0.118507385,0.09316254
0.34866953,3.875815,0.119255066,0.11924744,0.07568741
0.34913522,1.4758081,0.119522095,0.119522095,0.06670761
0.34960032,5.359109,0.11939621,0.11939621,0.071144104
0.35006464,2.9591022,0.11855698,0.11855698,0.09004593
0.35052857,0.55921745,0.11903381,0.11903381,0.08054352
0.35099187,4.442396,0.11949539,0.11949158,0.06639862
0.35145444,2.0423894,0.11943054,0.11943436,0.06799698
0.3519166,5.92569,0.11877823,0.118774414,0.087150574
0.3523782,3.5256834,0.11863327,0.118637085,0.08601761
0.352839,1.1256766,0.119407654,0.11940384,0.06744385
0.3532994,5.0089774,0.119400024,0.119407654,0.06613541
0.35375926,2.6089706,0.11880493,0.1187973,0.08083725
0.35421836,0.20896387,0.11839676,0.1184082,0.08915329
0.35467708,4.0922647,0.11922073,0.11922073,0.069820404
0.3551352,1.6922579,0.11930466,0.11930466,0.06560898
0.3555928,5.5754366,0.11895752,0.118953705,0.07538605
0.35604963,3.175552,0.11820221,0.118190765,0.09183121
0.35650608,0.7755451,0.11899948,0.11899948,0.07344818
0.35696197,4.658846,0.11920929,0.11920929,0.065574646
0.35741714,2.2588391,0.119068146,0.11907196,0.07076645
0.35787192,6.142018,0.118190765,0.118198395,0.089855194
0.35832614,3.7421331,0.11872101,0.11873627,0.07810974
0.35877964,1.3421264,0.11919403,0.119197845,0.064964294
0.35923278,5.225305,0.11911774,0.11912918,0.06729126
0.35968536,2.8254204,0.118263245,0.11826706,0.08675766
0.36013722,0.4254136,0.118385315,0.118392944,0.08359146
0.36058873,4.3085923,0.11904907,0.11904907,0.06567001
0.36103967,1.9087076,0.11911774,0.11910248,0.06507492
0.36148992,5.7918863,0.11837387,0.11833191,0.081077576
0.36193982,3.3918796,0.1181221,0.11812973,0.08757019
0.36238915,0.99199486,0.11894226,0.11896515,0.06783295
0.36283782,4.8751736,0.11903763,0.11904144,0.06425476
0.3632861,2.4752889,0.11860657,0.11861038,0.07543945
0.36373386,0.0752821,0.11790085,0.11791611,0.09025192
0.36418092,3.9584608,0.118774414,0.11884689,0.07126236
0.36462763,1.5585761,0.1189003,0.1189003,0.06452179
0.36507383,5.441755,0.11873627,0.11872101,0.07052994
0.36551932,3.041748,0.117874146,0.1178627,0.0896492
0.36596447,0.64186335,0.11843872,0.11843872,0.07575989
0.3664091,4.525042,0.118888855,0.118881226,0.063648224
0.36685306,2.1250353,0.11880112,0.11878204,0.06670761
0.36729667,6.008336,0.11791992,0.11792374,0.08652115
0.36773974,3.6083293,0.11812973,0.11815643,0.08117294
0.36818233,1.2083225,0.11878967,0.11880493,0.06402588
0.36862424,5.0916233,0.118816376,0.11878967,0.06417847
0.36906582,2.6916165,0.11806488,0.118061066,0.08159256
0.3695069,0.29173183,0.11783981,0.11785126,0.08598709
0.36994728,4.1749105,0.11869049,0.11867905,0.06591034
0.37038738,1.7749038,0.11871338,0.11871338,0.06296921
0.37082693,5.6582046,0.11824417,0.118263245,0.075611115
0.37126583,3.2581978,0.117637634,0.11765289,0.08873749
0.37170443,0.858191,0.11848831,0.1184845,0.06910324
0.3721425,4.741492,0.118621826,0.11861038,0.063201904
0.37257993,2.341485,0.11839676,0.11838913,0.07040024
0.37301704,6.2246637,0.117500305,0.11751175,0.0895195
0.37345365,3.824779,0.11823654,0.11823273,0.07349777
0.37388963,1.4247723,0.11861038,0.11854172,0.062431335
0.37432528,5.307951,0.11846542,0.11846924,0.06623459
0.37476045,2.9080663,0.11758804,0.11758804,0.08634186
0.37519512,0.5080595,0.11790466,0.11790085,0.07878113
0.37562916,4.3913603,0.11854935,0.11854553,0.062561035
0.3760629,1.9913535,0.11848068,0.11850357,0.06334686
0.37649614,5.874532,0.11769104,0.117687225,0.08212662
0.37692878,3.4746475,0.117565155,0.11756134,0.08439255
0.37736106,1.0746408,0.11841965,0.11842728,0.064079285
0.3777929,4.9578195,0.118434906,0.11843109,0.061843872
0.3782241,2.5579348,0.11787796,0.11788559,0.075862885
0.37865502,0.15792799,0.11733627,0.11734772,0.08715439
0.37908545,4.0411067,0.11822128,0.1182251,0.06700897
0.37951523,1.641222,0.11833954,0.11833191,0.061710358
0.37994474,5.5244007,0.11804199,0.11805344,0.07041931
0.38037378,3.124394,0.11714172,0.11709976,0.08932495
0.3808022,0.72450924,0.11798096,0.11798859,0.07123566
0.38123032,4.607688,0.11828995,0.1182785,0.061294556
0.38165802,2.2078032,0.118141174,0.11814499,0.06587982
0.38208506,6.090982,0.11720657,0.11721039,0.086177826
0.38251182,3.6909752,0.11765671,0.11765289,0.076416016
0.38293812,1.2910905,0.1182251,0.11822891,0.06112671
0.3833638,5.174269,0.11817932,0.11818695,0.06271744
0.3837892,2.7742624,0.11728668,0.11729431,0.08275223
0.3842142,0.37437773,0.117298126,0.11727905,0.08243942
0.38463855,4.2575564,0.11811447,0.11815262,0.062374115
0.3850626,1.8575497,0.118141174,0.1181488,0.06081772
0.38548622,5.7408504,0.11751175,0.117507935,0.076236725
0.38590926,3.3408437,0.117076874,0.11707306,0.085624695
0.386332,0.9408369,0.11794281,0.11795044,0.06498718
0.3867543,4.8241377,0.11804962,0.11804199,0.060333252
0.387176,2.424131,0.117614746,0.11772537,0.07052612
0.38759744,0.024246216,0.11683655,0.11683273,0.08839798
0.38801843,3.907425,0.117694855,0.11773682,0.06901932
0.38843885,1.5074182,0.11796188,0.1179657,0.060272217
