theta,phi,areaA,areaB,areaI
0.8677718,5.763634,0.08412552,0.084106445,0.013599396
0.8677928,3.3632612,0.08333969,0.08334732,0.024837494
0.8678135,0.96288824,0.08518219,0.08516693,0.0018959045
0.8678345,4.8457007,0.08538818,0.08539581,0.0
0.86785525,2.4453278,0.084617615,0.08462143,0.0073280334
0.8678762,0.044954777,0.08302307,0.082927704,0.026721954
0.867897,3.9277673,0.08483505,0.08483505,0.0050849915
0.8679179,1.5273943,0.08527756,0.08528519,0.0
0.8679387,5.410207,0.08501816,0.08501053,0.0033569336
0.8679596,3.0176463,0.08314133,0.08314514,0.026348114
0.8679804,0.61727333,0.08440781,0.08440781,0.00983429
0.86800134,4.500086,0.08543396,0.085357666,0.0
0.86802214,2.0997128,0.085258484,0.08526611,7.8582764E-4
0.86804307,5.9825253,0.083473206,0.083423615,0.022590637
0.8680638,3.5821524,0.08382797,0.08382797,0.0169487
0.8680848,1.1817794,0.085392,0.085357666,0.0
0.86810553,5.064592,0.08533859,0.08544922,0.0
0.86812645,2.664219,0.08399582,0.08396149,0.015396118
0.86814725,0.26384592,0.08337402,0.08337402,0.023708344
0.8681682,4.1466584,0.085178375,0.085243225,0.0012741089
0.868189,1.7462854,0.08538437,0.085372925,0.0
0.8682099,5.629098,0.08447647,0.08446503,0.008579254
0.86823076,3.228725,0.08304596,0.08307648,0.026584625
0.8682516,0.828352,0.08488083,0.08488464,0.0041656494
0.8682724,4.7111645,0.08518219,0.08518219,0.0
0.8682933,2.3107915,0.08489609,0.08489227,0.0041236877
0.86831415,6.193604,0.08306885,0.08305359,0.026554108
0.868335,3.793231,0.0844574,0.08446121,0.00863266
0.8683559,1.4006705,0.08535385,0.085365295,0.0
0.86837673,5.283483,0.08512497,0.085250854,0.0013427734
0.86839753,2.88311,0.08335495,0.083358765,0.023834229
0.8684184,0.48273706,0.08393097,0.083919525,0.015094757
0.86843926,4.3655496,0.08536148,0.08532715,0.0
0.8684601,1.9651766,0.08534622,0.08533859,0.0
0.868481,5.847989,0.08377075,0.08377075,0.017139435
0.8685018,3.447616,0.08339691,0.08338547,0.022350311
0.86852264,1.0472431,0.08522797,0.08521271,6.980896E-4
0.8685435,4.9300556,0.08534241,0.08533478,0.0
0.86856437,2.5296826,0.08431625,0.08432007,0.009941101
